rule_id,process_family,category,rule_name,check_description,parameter,typical_threshold,units,rule_kind,severity_suggestion,guideline_ref,provenance,source_name,source_url,consulted_via,notes,date_collected
IM-055,Injection Moulding,Warpage & Sink,Flow-length-to-thickness ratio,"Estimate the longest flow path from the (assumed) gate to the farthest fill point, divide by the wall thickness along that path, and compare to the material-specific maximum flow ratio.",flow_length_to_thickness_ratio_max,ABS 30–50; PS 200–250; PP 200–300; PE 250–275,ratio,quantitative_not_yet_computable,major,published DFM practice (supplier design guides) — no ISO equivalent,published_practice,Fictiv Injection Molding Design Guide,https://www.fictiv.com/articles/injection-molding-design-guide,web_research (Claude Sonnet agent),"Geometry gives an approximate flow path, but the true fillable ratio depends on injection pressure, melt temperature, and the specific resin grade's MFI — a full answer needs mould-flow simulation, not geometry alone.",8/9/2026
IM-056,Injection Moulding,Warpage & Sink,Weld-line location and severity prediction,"Predict where flow fronts from multiple gates, around holes, or around obstacles will recombine to form weld/knit lines, and flag those falling in structurally or cosmetically critical zones.",weld_line_location_prediction,,,quantitative_not_yet_computable,major,published DFM practice (supplier design guides) — no ISO equivalent,published_practice,Fictiv Weld Lines Troubleshooting Guide,https://www.fictiv.com/articles/troubleshooting-injection-molding-weld-lines,web_research (Claude Sonnet agent),"Source confirms this is normally addressed via gate relocation, process tuning (temperature/speed/pressure), or mould-flow simulation rather than a simple geometric formula.",8/9/2026
IM-057,Injection Moulding,Warpage & Sink,"Cooling balance around ribs, bosses, and thick sections","Check for the presence/feasibility of cooling channels close and parallel to thick sections, ribs, and bosses, since uneven core-vs-cavity cooling is a major warpage driver independent of wall thickness alone.",cooling_balance_qualitative,,,qualitative,major,published DFM practice (supplier design guides) — no ISO equivalent,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),"A geometric checker can only assess proxy signals (thick-section clustering, rib/boss density); actual cooling-line layout is a tooling decision outside the part CAD.",8/9/2026
IM-058,Injection Moulding,Warpage & Sink,Anisotropic shrinkage/warp risk for fibre-filled grades,"For parts specified in glass- or mineral-filled resin grades, flag long, flat, unsupported panels as higher warp risk due to differential shrinkage parallel vs. perpendicular to fibre/flow orientation.",fiber_orientation_warp_risk_qualitative,,,qualitative,major,published DFM practice (supplier design guides) — no ISO equivalent,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),"Well-established polymer-processing effect; not captured numerically in the fetched supplier design-guide pages, so treated as LLM knowledge pending a dedicated material-supplier source.",8/9/2026
IM-059,Injection Moulding,Tolerances,Standard (commercial) linear dimensional tolerance,"For dimensions not explicitly called out as critical/precision, compare achieved tolerance against the standard commercial-grade band for the feature size.",standard_tolerance,?±0.1 to ±0.25 mm for typical consumer-product feature sizes (size-dependent; grows for larger features),mm,quantitative,major,published DFM practice (supplier design guides) — no ISO equivalent,published_practice,Fictiv Injection Molding Tolerances Guide / Protolabs Injection Molding Design Guidelines,https://www.fictiv.com/articles/injection-molding-tolerances-an-in-depth-look,web_research (Claude Sonnet agent),"Protolabs states a resin/machining base of ±0.08 mm plus an added resin tolerance not falling below ±0.002 in/in; Fictiv gives ±0.1 mm as typical for non-critical dimensions, tightening to ±0.025 mm for medical-grade work.",8/9/2026
IM-060,Injection Moulding,Tolerances,Fine/precision tolerance capability,"For dimensions explicitly flagged as critical/precision, compare achieved tolerance against the tighter precision-grade band, noting the associated cost/complexity premium.",precision_tolerance,down to ?±0.125 mm feasible with cost premium; ?±0.025 mm achievable for the tightest features with secondary operations,mm,quantitative,minor,published DFM practice (supplier design guides) — no ISO equivalent,published_practice,Fictiv Injection Molding Design Guide,https://www.fictiv.com/articles/injection-molding-design-guide,web_research (Claude Sonnet agent),"Runs under ~10,000 units often need secondary (machining) operations to reliably hit the tightest bands.",8/9/2026
IM-061,Injection Moulding,Tolerances,Additional tolerance allowance across parting lines,"For any dimension that spans the mould parting line, verify an additional tolerance allowance has been applied beyond the standard single-cavity-side tolerance.",parting_line_tolerance_addon_qualitative,,,qualitative,major,published DFM practice (supplier design guides) — no ISO equivalent,published_practice,Fictiv Injection Molding Tolerances Guide,https://www.fictiv.com/articles/injection-molding-tolerances-an-in-depth-look,web_research (Claude Sonnet agent),"Source explicitly states dimensions measured across a parting line cannot be held to the same precision as same-side dimensions, due to mould half alignment/wear.",8/9/2026
IM-062,Injection Moulding,Tolerances,Hole diameter tolerance by size band,"For moulded (not drilled/reamed) holes, compare achieved diameter tolerance to the size-dependent commercial band.",hole_diameter_tolerance,?±0.05–0.15 mm across the 0.3–40 mm bore range (commercial grade),mm,quantitative,minor,published DFM practice (supplier design guides) — no ISO equivalent,published_practice,Fictiv Injection Molding Tolerances Guide,https://www.fictiv.com/articles/injection-molding-tolerances-an-in-depth-look,web_research (Claude Sonnet agent),,8/9/2026
IM-063,Injection Moulding,Tolerances,Flatness/straightness tolerance,"For nominally flat panels, compare measured flatness deviation to the size- and material-dependent commercial band.",flatness_tolerance,?0.3–0.85 mm depending on material and span (0–160 mm range cited),mm,quantitative,minor,published DFM practice (supplier design guides) — no ISO equivalent,published_practice,Fictiv Injection Molding Tolerances Guide,https://www.fictiv.com/articles/injection-molding-tolerances-an-in-depth-look,web_research (Claude Sonnet agent),Flatness is strongly linked to warpage risk (see Warpage & Sink category) rather than being purely a moulding-precision issue.,8/9/2026
IM-064,Injection Moulding,Material-Specific,ABS mould shrinkage rate,Use as an input to scaling/tolerance checks and as a cross-reference when evaluating wall-thickness/warp rules for ABS parts.,mold_shrinkage_rate,0.4–0.7%,%,quantitative,minor,published DFM practice (supplier design guides) — no ISO equivalent,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),Standard published resin-grade value range from general polymer processing knowledge; not confirmed against a specific fetched supplier datasheet in this pass.,8/9/2026
IM-065,Injection Moulding,Material-Specific,PC mould shrinkage rate,Use as an input to scaling/tolerance checks for polycarbonate parts.,mold_shrinkage_rate,0.5–0.7%,%,quantitative,minor,published DFM practice (supplier design guides) — no ISO equivalent,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),General polymer processing knowledge; not confirmed against a specific fetched supplier datasheet in this pass.,8/9/2026
IM-066,Injection Moulding,Material-Specific,"PP mould shrinkage rate (high, warp-prone)","Flag PP parts for closer scrutiny of the wall-uniformity and cooling-balance warpage rules, since PP's semi-crystalline structure gives it markedly higher and more anisotropic shrinkage than amorphous resins like ABS/PC.",mold_shrinkage_rate,1.0–2.5%,%,quantitative,major,published DFM practice (supplier design guides) — no ISO equivalent,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),General polymer processing knowledge; not confirmed against a specific fetched supplier datasheet in this pass. Directional (flow vs. cross-flow) shrinkage differential is the key warp driver for PP.,8/9/2026
IM-067,Injection Moulding,Material-Specific,PA66 (Nylon) mould shrinkage rate and moisture sensitivity,"Flag PA parts for post-mould dimensional-stability review, since PA66 shrinkage is both high and moisture-dependent (parts continue to change dimension as they absorb ambient moisture after moulding).",mold_shrinkage_rate,"0.5–2.5% (unfilled; lower for glass-filled grades), plus post-mould moisture-driven growth",%,quantitative,major,published DFM practice (supplier design guides) — no ISO equivalent,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),General polymer processing knowledge; not confirmed against a specific fetched supplier datasheet in this pass.,8/9/2026
IM-068,Injection Moulding,Material-Specific,"POM (Acetal) mould shrinkage rate (high, warp-prone)","Flag POM parts for closer scrutiny of the wall-uniformity and cooling-balance warpage rules, since POM's high crystallinity gives it high shrinkage and strong sensitivity to wall-thickness non-uniformity.",mold_shrinkage_rate,1.8–2.5%,%,quantitative,major,published DFM practice (supplier design guides) — no ISO equivalent,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),General polymer processing knowledge; not confirmed against a specific fetched supplier datasheet in this pass.,8/9/2026
IM-069,Injection Moulding,Material-Specific,PBT mould shrinkage rate,Use as an input to scaling/tolerance checks and warp risk review for PBT parts.,mold_shrinkage_rate,1.0–2.2%,%,quantitative,minor,published DFM practice (supplier design guides) — no ISO equivalent,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),General polymer processing knowledge; not confirmed against a specific fetched supplier datasheet in this pass; see also the flagged wall-thickness range disagreement for PBT in the Wall Thickness category.,8/9/2026
IM-070,Injection Moulding,Material-Specific,Increased draft for glass/mineral-filled grades,"For parts specified in a glass- or mineral-filled resin grade, verify draft angles are increased (typically +1° over the unfilled-resin baseline) to account for higher shrinkage onto cores and increased mould-wall friction/abrasiveness.",filled_grade_draft_addition,+1° (typical) over unfilled-grade baseline draft,degrees,quantitative,major,published DFM practice (supplier design guides) — no ISO equivalent,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),Standard filled-resin moulding practice; not found as an explicit numeric line item in the fetched supplier pages during this pass — verify against the specific filled grade's processing guide.,8/9/2026
DC-001,Die Casting,Wall Thickness,Minimum wall thickness by alloy and panel area,"Measure the thinnest wall region on the part and compare against the minimum allowable thickness for the alloy family, scaled by the local panel surface area.",wall_thickness_min,Al/Mg: 0.8mm (<=25cm2) to 2.5mm (>500cm2); Zinc: 0.5mm (<=25cm2) to 2.0mm (>500cm2),mm,quantitative,critical,published DFM practice (industry design guides) — no ISO equivalent,published_practice,CASTMOLD Die Casting Part Design 14 Principles,https://cast-mold.com/blog/die-casting-part-design-14-principles/,web_research (Claude Sonnet agent),"Aluminum/magnesium vs zinc thresholds differ; scales with panel area, not a single flat value.",8/9/2026
DC-002,Die Casting,Wall Thickness,Recommended (target) wall thickness by alloy and panel area,Compare average wall thickness in each panel region to the recommended (not just minimum) thickness band for the alloy and panel size to flag under- or over-designed sections.,wall_thickness_recommended,Al/Mg: 2.0-3.5mm; Zinc: 1.5-2.5mm depending on panel area,mm,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,CASTMOLD Die Casting Part Design 14 Principles,https://cast-mold.com/blog/die-casting-part-design-14-principles/,web_research (Claude Sonnet agent),"Recommended band, not a hard pass/fail minimum.",8/9/2026
DC-003,Die Casting,Wall Thickness,Maximum thick-to-thin wall ratio,Identify adjacent wall regions and compute the ratio of thickest to thinnest connected sections; flag ratios exceeding the recommended maximum to avoid sink and porosity risk.,thick_to_thin_ratio_max,3:01,ratio,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,CASTMOLD Die Casting Part Design 14 Principles,https://cast-mold.com/blog/die-casting-part-design-14-principles/,web_research (Claude Sonnet agent),,8/9/2026
DC-004,Die Casting,Wall Thickness,Overall wall thickness upper bound,"Flag any solid wall section exceeding the general practical maximum thickness for die castings, since thick sections increase cycle time and porosity risk.",wall_thickness_max,~5,mm,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,CASTMOLD Die Casting Part Design 14 Principles,https://cast-mold.com/blog/die-casting-part-design-14-principles/,web_research (Claude Sonnet agent),General guidance; alloy- and part-specific exceptions exist.,8/9/2026
DC-005,Die Casting,Draft,Minimum draft angle on internal (core) surfaces by alloy,Measure draft angle on faces parallel to the die-pull direction and flag internal/core surfaces below the alloy-specific minimum draft.,draft_angle_min_internal,Aluminum ~1deg; Magnesium 0.75deg; Zinc 0.5deg,degrees,quantitative,critical,published DFM practice (industry design guides) — no ISO equivalent,published_practice,CASTMOLD Die Casting Part Design 14 Principles,https://cast-mold.com/blog/die-casting-part-design-14-principles/,web_research (Claude Sonnet agent),"Zinc allows the least draft (best flow), aluminum needs more due to higher shrinkage/friction.",8/9/2026
DC-006,Die Casting,Draft,Outer surface draft double the internal draft,Compare draft angle on external (cosmetic) surfaces to internal surfaces on the same part and flag external draft below roughly twice the internal minimum.,draft_angle_min_external,~2x internal draft value,degrees,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,CASTMOLD Die Casting Part Design 14 Principles,https://cast-mold.com/blog/die-casting-part-design-14-principles/,web_research (Claude Sonnet agent),,8/9/2026
DC-007,Die Casting,Draft,Deep feature draft escalation,"For deep pockets, windows, or bosses (e.g. >50mm draw depth), verify draft angle increases beyond the base minimum to reduce ejection sticking risk.",draft_angle_deep_feature,"3-4 (deep features ~50mm depth); base ejector zones >=0.5, deep windows 2-3",degrees,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Xometry Pro Die Casting Design Tips,https://xometry.pro/en/articles/die-casting-design-tips/,web_research (Claude Sonnet agent),"Values reflect general vendor guidance, not a single standards body.",8/9/2026
DC-008,Die Casting,Draft,Lettering/logo minimum draft,"Check raised or recessed lettering/logo features for draft angle at or above the high minimum required for legible, releasable text.",draft_angle_lettering_min,>=10,degrees,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,"NADCA Product Specification Standards for Die Castings (Section 6, Additional Specification Guidelines)",https://www.abdiecasting.com/wp-content/uploads/2017/08/Section-06-Additional-Specification-Guidelines.pdf,web_research (Claude Sonnet agent),,8/9/2026
DC-009,Die Casting,Ribs & Bosses,Rib base thickness relative to wall,Measure rib base thickness at its attachment to the parent wall and compare to the recommended fraction of nominal wall thickness to avoid sink marks and heat trapping.,rib_thickness_ratio,0.5-0.7x wall thickness (some sources cite up to 1x),ratio,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Xometry Pro Die Casting Design Tips,https://xometry.pro/en/articles/die-casting-design-tips/,web_research (Claude Sonnet agent),"CASTMOLD source states 0.6-1.0x T; ranges vary by source, use as advisory band.",8/9/2026
DC-010,Die Casting,Ribs & Bosses,Maximum rib height relative to thickness,"Measure rib height from its base and flag ribs exceeding the maximum multiple of rib thickness, which risk mis-fill or reduced stiffening benefit.",rib_height_max_ratio,2.5-5x rib thickness,ratio,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,CASTMOLD Die Casting Part Design 14 Principles,https://cast-mold.com/blog/die-casting-part-design-14-principles/,web_research (Claude Sonnet agent),,8/9/2026
DC-011,Die Casting,Ribs & Bosses,Minimum rib-to-rib spacing,Measure center-to-center or clear spacing between parallel ribs and flag spacing below the recommended multiple of rib thickness to prevent localized heat buildup.,rib_spacing_min,>=3x rib thickness,ratio,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Xometry Pro Die Casting Design Tips,https://xometry.pro/en/articles/die-casting-design-tips/,web_research (Claude Sonnet agent),,8/9/2026
DC-012,Die Casting,Fillets & Corners,Internal fillet radius at wall junctions (NADCA tee/cross formulas),"At tee, cross, and Y-shaped wall intersections, measure the internal fillet radius and compare against the NADCA formula based on adjoining wall thickness(es).",fillet_radius_junction,Tee: T1 to 1.25xT1; Cross/Y: 0.67x(T1+T2),mm,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,"NADCA Product Specification Standards for Die Castings (Section 6, Additional Specification Guidelines)",https://www.abdiecasting.com/wp-content/uploads/2017/08/Section-06-Additional-Specification-Guidelines.pdf,web_research (Claude Sonnet agent),"T1/T2 = adjoining wall thicknesses; formula from NADCA product specification guidance, not a dimensional/GD&T ISO standard.",8/9/2026
DC-013,Die Casting,Fillets & Corners,Minimum internal corner radius (general),"Scan for internal edges/corners below the minimum radius threshold, which increase die wear and stress concentration.",internal_fillet_radius_min,>=0.75mm or 0.5x wall thickness + 0.25mm,mm,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Xometry Pro Die Casting Design Tips,https://xometry.pro/en/articles/die-casting-design-tips/,web_research (Claude Sonnet agent),Sharp internal radii <0.25mm reported to increase die wear up to ~30%.,8/9/2026
DC-014,Die Casting,Fillets & Corners,External corner radius minimum,Check external (outside) corners for a minimum radius to avoid stress risers and casting cracking at sharp edges.,external_fillet_radius_min,">=1.0mm (internal radius + wall thickness, per NADCA-derived guidance)",mm,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Xometry Pro Die Casting Design Tips,https://xometry.pro/en/articles/die-casting-design-tips/,web_research (Claude Sonnet agent),,8/9/2026
DC-015,Die Casting,Undercuts,Flag undercuts requiring core pulls/slides,"Detect geometry with features perpendicular to the primary die-draw direction that cannot release without a side-action slide or core, and flag for tooling complexity/cost review.",undercut_presence,,,qualitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Xometry Pro Die Casting Design Tips,https://xometry.pro/en/articles/die-casting-design-tips/,web_research (Claude Sonnet agent),No numeric threshold published; presence/absence and orientation relative to draw direction is the checkable condition.,8/9/2026
DC-016,Die Casting,Parting & Ejection,Parting line placement away from cosmetic (Class A) surfaces,Verify the detected/assumed parting line does not cross designated cosmetic or high-wear surfaces; flag if it does.,parting_line_location,,,qualitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Xometry Pro Die Casting Design Tips,https://xometry.pro/en/articles/die-casting-design-tips/,web_research (Claude Sonnet agent),,8/9/2026
DC-017,Die Casting,Parting & Ejection,Ejector pin witness mark depth tolerance,"Where ejector pin locations are known/inferred (typically flat, non-cosmetic faces), check that resulting raised/depressed witness marks stay within the published tolerance.",ejector_mark_tolerance,0.381 (0.015in),mm,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,"NADCA Product Specification Standards for Die Castings (Section 6, Additional Specification Guidelines)",https://www.abdiecasting.com/wp-content/uploads/2017/08/Section-06-Additional-Specification-Guidelines.pdf,web_research (Claude Sonnet agent),,8/9/2026
DC-018,Die Casting,Parting & Ejection,Minimum ejector pin pad diameter relative to pin,"Where ejector locations are inferred on flat non-cosmetic bosses, check that the surrounding land/pad diameter is at least the recommended multiple of pin diameter to prevent punch-through.",ejector_pad_diameter_ratio,>=1.2x pin diameter,ratio,quantitative_not_yet_computable,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Xometry Pro Die Casting Design Tips,https://xometry.pro/en/articles/die-casting-design-tips/,web_research (Claude Sonnet agent),"Requires knowledge of actual ejector pin layout, which is a tooling design decision not always derivable from part CAD alone.",8/9/2026
DC-019,Die Casting,Gating & Venting,Flow-path length to wall thickness ratio (filling turbulence risk),Estimate the longest metal flow path from a plausible gate location to the farthest extremity relative to local wall thickness; flag high ratios as at risk of incomplete fill/turbulent flow.,flow_length_to_thickness_ratio,,ratio,quantitative_not_yet_computable,major,published DFM practice (industry design guides) — no ISO equivalent,llm_suggested_unverified,NADCA-derived practice via Dynacast/Xometry design guidance (no single explicit ratio published in fetched sources),,llm_knowledge (Claude Sonnet),"Fetched public sources reference flow-length risk qualitatively (thin walls 1.5-2.5mm risk short shots) but do not publish a single numeric flow-length:thickness limit; actual gate location is a tooling decision not derivable from CAD alone, hence not-yet-computable.",8/9/2026
DC-020,Die Casting,Porosity & Thermal,Thick-section porosity / hot-spot risk from mass concentration,Compute local thermal modulus (volume/surface-area) across the part and flag isolated thick masses or poorly-cored bosses that will solidify last and trap shrinkage porosity.,thermal_hotspot_risk,,,qualitative,critical,published DFM practice (industry design guides) — no ISO equivalent,published_practice,"NADCA Product Specification Standards for Die Castings (Section 6, Additional Specification Guidelines)",https://www.abdiecasting.com/wp-content/uploads/2017/08/Section-06-Additional-Specification-Guidelines.pdf,web_research (Claude Sonnet agent),NADCA notes thin walls are largely free of porosity while thick walls retain internal porosity; use coring to break up mass concentrations.,8/9/2026
DC-021,Die Casting,Porosity & Thermal,Pressure-tightness capability check for sealed cavities,"For parts with sealed/pressurized functional cavities, flag against typical achievable pressure-tightness ratings for die castings, since standard die castings are not inherently leak-tight.",pressure_tightness_rating,5-40 psi,,quantitative_not_yet_computable,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,"NADCA Product Specification Standards for Die Castings (Section 6, Additional Specification Guidelines)",https://www.abdiecasting.com/wp-content/uploads/2017/08/Section-06-Additional-Specification-Guidelines.pdf,web_research (Claude Sonnet agent),Requires functional/sealing requirement input beyond pure geometry; flag for manual review when cavity is detected.,8/9/2026
DC-022,Die Casting,Secondary Operations,Hole depth-to-diameter (as-cast) aspect ratio limit,Measure the depth-to-diameter ratio of cored holes and compare against the alloy-specific as-cast economical and technical limits; deeper holes require secondary drilling.,hole_aspect_ratio_max,"Economical 4-6d; technical limit 8-12d (general); alloy-specific: Al<=4:1, Zn<=5:1, Mg<=3:1",ratio,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,CASTMOLD Die Casting Part Design 14 Principles; Xometry Pro Die Casting Design Tips,https://cast-mold.com/blog/die-casting-part-design-14-principles/,web_research (Claude Sonnet agent),Two fetched sources give slightly different alloy-specific figures; treat as advisory ranges.,8/9/2026
MIM-001,Metal Injection Moulding,Wall Thickness,Optimum nominal wall thickness range,Measure nominal wall thickness across the part and flag regions outside the optimum published range for consistent feedstock filling and predictable sintering shrinkage.,wall_thickness_optimum,1-6mm (0.040-0.120in typical; up to 0.5in with cost/cycle penalty),mm,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,MIM Design Guide (facfox.com PDF),https://facfox.com/wp-content/uploads/2019/08/MIM_Design_Guide.pdf,web_research (Claude Sonnet agent),Localized minimum down to 0.25mm (0.010in) possible but not across an extended span.,8/9/2026
MIM-002,Metal Injection Moulding,Wall Thickness,Absolute minimum wall thickness (localized),"Flag any wall region below the absolute minimum thickness achievable in MIM feedstock filling, which risks short shot and distortion even if localized.",wall_thickness_min,0.13-0.5 (0.005-0.02in across sources),mm,quantitative,critical,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Machine Design - Design Considerations for Metal Injection Molding,https://www.machinedesign.com/markets/manufacturing-equipment/article/21818143/design-considerations-for-metal-injection-molding,web_research (Claude Sonnet agent),"Different sources cite 0.005in vs 0.010in minimum; use as advisory lower bound, distortion risk noted at the extreme.",8/9/2026
MIM-003,Metal Injection Moulding,Wall Thickness,Maximum practical wall thickness,"Flag wall sections exceeding the practical maximum thickness, since thicker MIM sections greatly increase debind/sinter cycle time and risk internal defects.",wall_thickness_max,"15 (0.6in, with 5mm/0.2in as typical practical ceiling)",mm,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Advanced Powder Products MIM Design Guide,https://advancedpowderproducts.com/metal-injection-molding-design-guide,web_research (Claude Sonnet agent),,8/9/2026
MIM-004,Metal Injection Moulding,Wall Thickness,Powder flow restriction from thin-wall / long-flow-path combination,Identify thin-wall regions combined with long flow distance from the gate; flag as at risk of powder/binder feedstock flow restriction leading to incomplete filling.,thin_wall_flow_restriction_risk,,,quantitative_not_yet_computable,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,MIM Design Guide (facfox.com PDF),https://facfox.com/wp-content/uploads/2019/08/MIM_Design_Guide.pdf,web_research (Claude Sonnet agent),No single published numeric flow-length:thickness ratio for MIM found in fetched sources; gate location is a tooling decision not derivable from CAD alone.,8/9/2026
MIM-005,Metal Injection Moulding,Ribs & Bosses,Rib thickness relative to adjoining wall,Measure rib thickness at its base and compare against the recommended fraction of the adjoining wall thickness to reduce sink marks and binder/powder segregation.,rib_thickness_ratio,<=0.75x adjoining wall thickness,ratio,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,MIM Design Guide (facfox.com PDF),https://facfox.com/wp-content/uploads/2019/08/MIM_Design_Guide.pdf,web_research (Claude Sonnet agent),Machine Design source states rib thickness should not exceed the adjoining wall thickness (i.e. <=1x); facfox gives ~0.75x; use 0.75x as tighter/preferred target.,8/9/2026
MIM-006,Metal Injection Moulding,Wall Thickness,Gradual wall thickness transition (avoid abrupt steps),"Scan for abrupt step changes between adjoining wall thicknesses and flag transitions lacking a gradual taper/blend, which risk binder-powder separation and sink at the step.",wall_transition_gradient,,,qualitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,MIM Design Guide (facfox.com PDF),https://facfox.com/wp-content/uploads/2019/08/MIM_Design_Guide.pdf,web_research (Claude Sonnet agent),Abrupt transitions are cited as a mechanism for binder separation and short shot.,8/9/2026
MIM-007,Metal Injection Moulding,Fillets & Corners,Minimum fillet/corner-break radius,"Scan for sharp (zero-radius) internal and external corners and flag any below the minimum published break radius, since sharp corners impede feedstock flow and act as crack initiation sites after sintering.",fillet_radius_min,0.13-0.38 (0.005-0.015in),mm,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,MIM Design Guide (facfox.com PDF),https://facfox.com/wp-content/uploads/2019/08/MIM_Design_Guide.pdf,web_research (Claude Sonnet agent),Sharp corners are a documented stress-concentration/crack-initiation risk during sintering shrinkage.,8/9/2026
MIM-008,Metal Injection Moulding,Draft,Draft angle on tall internal features,Check draft angle on deep internal walls/core pins; MIM generally needs little to no draft on shallow features but slight taper is recommended as depth increases to ease green-part ejection.,draft_angle_min,0.25-0.5 (deep features); often 0 for shallow features,degrees,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Machine Design - Design Considerations for Metal Injection Molding,https://www.machinedesign.com/markets/manufacturing-equipment/article/21818143/design-considerations-for-metal-injection-molding,web_research (Claude Sonnet agent),facfox source states most MIM parts do not require draft; treat 0.25-0.5deg as a guideline for deeper features only.,8/9/2026
MIM-009,Metal Injection Moulding,Undercuts,Undercut/side-action demoulding feasibility flag,"Detect geometry features perpendicular to the primary mould-pull direction (e.g. side holes, snap features) that require a side-action or lifter, and flag for tooling complexity review.",undercut_presence,,,qualitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Advanced Powder Products MIM Design Guide,https://advancedpowderproducts.com/metal-injection-molding-design-guide,web_research (Claude Sonnet agent),Guide recommends orienting features perpendicular to the parting line for ejection; undercuts require slides/lifters similar to plastic injection moulding.,8/9/2026
MIM-010,Metal Injection Moulding,Sintering & Distortion,Linear sintering shrinkage allowance,Verify the CAD 'green' (pre-sinter) model has been scaled up by the material-specific linear shrinkage factor so the as-sintered part meets nominal dimensions.,sintering_shrinkage_linear,14-22% linear (commonly ~20%),ratio,quantitative,critical,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Machine Design - Design Considerations for Metal Injection Molding; MIM Design Guide (facfox.com PDF),https://www.machinedesign.com/markets/manufacturing-equipment/article/21818143/design-considerations-for-metal-injection-molding,web_research (Claude Sonnet agent),Shrinkage is material (feedstock/binder system) dependent; must be uniform/isotropic or distortion results.,8/9/2026
MIM-011,Metal Injection Moulding,Sintering & Distortion,Non-uniform mass distribution causing anisotropic sintering distortion,"Compute mass/volume distribution asymmetry across the part and flag regions where uneven wall thickness or mass concentration will shrink at different rates during sintering, causing warpage.",sintering_distortion_risk,,,qualitative,critical,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Machine Design - Design Considerations for Metal Injection Molding,https://www.machinedesign.com/markets/manufacturing-equipment/article/21818143/design-considerations-for-metal-injection-molding,web_research (Claude Sonnet agent),Uniform wall thickness is repeatedly cited as the primary lever to control distortion; direct link to MIM-006.,8/9/2026
MIM-012,Metal Injection Moulding,Tolerances,As-sintered dimensional tolerance capability,Compare specified dimensional tolerances on the drawing/model against the typical as-sintered capability; flag tolerances tighter than achievable without secondary machining.,as_sintered_tolerance,+/-0.3% to +/-0.5% of nominal dimension,ratio,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Machine Design - Design Considerations for Metal Injection Molding; MIM Design Guide (facfox.com PDF),https://www.machinedesign.com/markets/manufacturing-equipment/article/21818143/design-considerations-for-metal-injection-molding,web_research (Claude Sonnet agent),facfox cites +/-0.3%; Machine Design cites +/-0.3-0.5%; use the tighter figure as the pass threshold and flag anything requiring better.,8/9/2026
MIM-013,Metal Injection Moulding,Porosity & Thermal,Minimum as-sintered relative density,"Where density-dependent mechanical properties are required, flag part regions/features whose expected sintered density falls below the typical achievable range, indicating residual porosity/short-shot risk.",sintered_density_min,93-99% of theoretical (commonly 96-98%),ratio,quantitative_not_yet_computable,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Advanced Powder Products MIM Design Guide; Machine Design,https://advancedpowderproducts.com/metal-injection-molding-design-guide,web_research (Claude Sonnet agent),"Density is a material/process outcome, not directly measurable from CAD geometry alone; flag geometry (thick sections, poor flow paths) known to correlate with lower density.",8/9/2026
